PHYSICAL CITY,PHYSICAL STATE,PHYSICAL ZIP,ZIP,RegionAssignment
MONTICELLO,WI,53570,53570,WISCONSIN
MONTREAL,WI,54550,54550,WISCONSIN
MORRISONVILLE,WI,53571,53571,WISCONSIN
MOSINEE,WI,54455,54455,WISCONSIN
MOUNT CALVARY,WI,53057,53057,WISCONSIN
MOUNT HOPE,WI,53816,53816,WISCONSIN
MOUNT HOREB,WI,53572,53572,WISCONSIN
MOUNT STERLING,WI,54645,54645,WISCONSIN
MOUNTAIN,WI,54149,54149,WISCONSIN
MUKWONAGO,WI,53149,53149,WISCONSIN
MUSCODA,WI,53573,53573,WISCONSIN
MUSKEGO,WI,53150,53150,WISCONSIN
NASHOTAH,WI,53058,53058,WISCONSIN
NECEDAH,WI,54646,54646,WISCONSIN
NEENAH,WI,54956,54956,WISCONSIN
NEILLSVILLE,WI,54456,54456,WISCONSIN
NEKOOSA,WI,54457,54457,WISCONSIN
NELSON,WI,54756,54756,WISCONSIN
NELSONVILLE,WI,54458,54458,WISCONSIN
NEOPIT,WI,54150,54150,WISCONSIN
NEOSHO,WI,53059,53059,WISCONSIN
NESHKORO,WI,54960,54960,WISCONSIN
NEW AUBURN,WI,54757,54757,WISCONSIN
NEW BERLIN,WI,53151,53151,WISCONSIN
NEW FRANKEN,WI,54229,54229,WISCONSIN
NEW GLARUS,WI,53574,53574,WISCONSIN
NEW HOLSTEIN,WI,53061,53061,WISCONSIN
NEW LISBON,WI,53950,53950,WISCONSIN
NEW LONDON,WI,54961,54961,WISCONSIN
NEW MUNSTER,WI,53152,53152,WISCONSIN
NEW RICHMOND,WI,54017,54017,WISCONSIN
NEWBURG,WI,53060,53060,WISCONSIN
NEWTON,WI,53063,53063,WISCONSIN
NIAGARA,WI,54151,54151,WISCONSIN
NICHOLS,WI,54152,54152,WISCONSIN
NORTH FREEDOM,WI,53951,53951,WISCONSIN
NORTH LAKE,WI,53064,53064,WISCONSIN
NORTH PRAIRIE,WI,53153,53153,WISCONSIN
NORWALK,WI,54648,54648,WISCONSIN
OAK CREEK,WI,53154,53154,WISCONSIN
OAKDALE,WI,54649,54649,WISCONSIN
OAKFIELD,WI,53065,53065,WISCONSIN
OCONOMOWOC,WI,53066,53066,WISCONSIN
OCONTO,WI,54153,54153,WISCONSIN
OCONTO FALLS,WI,54154,54154,WISCONSIN
ODANAH,WI,54861,54861,WISCONSIN
OGDENSBURG,WI,54962,54962,WISCONSIN
OGEMA,WI,54459,54459,WISCONSIN
OKAUCHEE,WI,53069,53069,WISCONSIN
OMRO,WI,54963,54963,WISCONSIN
ONALASKA,WI,54650,54650,WISCONSIN
ONEIDA,WI,54155,54155,WISCONSIN
ONTARIO,WI,54651,54651,WISCONSIN
OOSTBURG,WI,53070,53070,WISCONSIN
OREGON,WI,53575,53575,WISCONSIN
ORFORDVILLE,WI,53576,53576,WISCONSIN
OSCEOLA,WI,54020,54020,WISCONSIN
OSHKOSH,WI,54902,54902,WISCONSIN
OSHKOSH,WI,54901,54901,WISCONSIN
OSHKOSH,WI,54903,54903,WISCONSIN
OSSEO,WI,54758,54758,WISCONSIN
OWEN,WI,54460,54460,WISCONSIN
OXFORD,WI,53952,53952,WISCONSIN
PACKWAUKEE,WI,53953,53953,WISCONSIN
PALMYRA,WI,53156,53156,WISCONSIN
PARDEEVILLE,WI,53954,53954,WISCONSIN
PARK FALLS,WI,54552,54552,WISCONSIN
PATCH GROVE,WI,53817,53817,WISCONSIN
PELICAN LAKE,WI,54463,54463,WISCONSIN
PELL LAKE,WI,53157,53157,WISCONSIN
PEMBINE,WI,54156,54156,WISCONSIN
PEPIN,WI,54759,54759,WISCONSIN
PESHTIGO,WI,54157,54157,WISCONSIN
PEWAUKEE,WI,53072,53072,WISCONSIN
PHELPS,WI,54554,54554,WISCONSIN
PHILLIPS,WI,54555,54555,WISCONSIN
PHLOX,WI,54464,54464,WISCONSIN
PICKEREL,WI,54465,54465,WISCONSIN
PICKETT,WI,54964,54964,WISCONSIN
PIGEON FALLS,WI,54760,54760,WISCONSIN
PINE RIVER,WI,54965,54965,WISCONSIN
PITTSVILLE,WI,54466,54466,WISCONSIN
PLAIN,WI,53577,53577,WISCONSIN
PLAINFIELD,WI,54966,54966,WISCONSIN
PLATTEVILLE,WI,53818,53818,WISCONSIN
PLEASANT PRAIRIE,WI,53158,53158,WISCONSIN
PLOVER,WI,54467,54467,WISCONSIN
PLUM CITY,WI,54761,54761,WISCONSIN
PLYMOUTH,WI,53073,53073,WISCONSIN
POPLAR,WI,54864,54864,WISCONSIN
PORT EDWARDS,WI,54469,54469,WISCONSIN
PORT WASHINGTON,WI,53074,53074,WISCONSIN
PORT WING,WI,54865,54865,WISCONSIN
PORTAGE,WI,53901,53901,WISCONSIN
PORTERFIELD,WI,54159,54159,WISCONSIN
POTOSI,WI,53820,53820,WISCONSIN
POTTER,WI,54160,54160,WISCONSIN
POUND,WI,54161,54161,WISCONSIN
POWERS LAKE,WI,53159,53159,WISCONSIN
POY SIPPI,WI,54967,54967,WISCONSIN
POYNETTE,WI,53955,53955,WISCONSIN
PRAIRIE DU CHIEN,WI,53821,53821,WISCONSIN
PRAIRIE DU SAC,WI,53578,53578,WISCONSIN
PRAIRIE FARM,WI,54762,54762,WISCONSIN
PRENTICE,WI,54556,54556,WISCONSIN
PRESCOTT,WI,54021,54021,WISCONSIN
PRESQUE ISLE,WI,54557,54557,WISCONSIN
PRINCETON,WI,54968,54968,WISCONSIN
PULASKI,WI,54162,54162,WISCONSIN
RACINE,WI,53403,53403,WISCONSIN
RACINE,WI,53404,53404,WISCONSIN
RACINE,WI,53406,53406,WISCONSIN
RADISSON,WI,54867,54867,WISCONSIN
RANDOLPH,WI,53956,53956,WISCONSIN
RANDOM LAKE,WI,53075,53075,WISCONSIN
READFIELD,WI,54969,54969,WISCONSIN
READSTOWN,WI,54652,54652,WISCONSIN
REDGRANITE,WI,54970,54970,WISCONSIN
REEDSBURG,WI,53959,53959,WISCONSIN
REEDSVILLE,WI,54230,54230,WISCONSIN
REESEVILLE,WI,53579,53579,WISCONSIN
REWEY,WI,53580,53580,WISCONSIN
RHINELANDER,WI,54501,54501,WISCONSIN
RIB LAKE,WI,54470,54470,WISCONSIN
RICE LAKE,WI,54868,54868,WISCONSIN
RICHFIELD,WI,53076,53076,WISCONSIN
RICHLAND CENTER,WI,53581,53581,WISCONSIN
RIDGELAND,WI,54763,54763,WISCONSIN
RIDGEWAY,WI,53582,53582,WISCONSIN
RINGLE,WI,54471,54471,WISCONSIN
RIO,WI,53960,53960,WISCONSIN
RIPON,WI,54971,54971,WISCONSIN
RIVER FALLS,WI,54022,54022,WISCONSIN
ROCHESTER,WI,53167,53167,WISCONSIN
ROCK SPRINGS,WI,53961,53961,WISCONSIN
ROCKLAND,WI,54653,54653,WISCONSIN
ROSENDALE,WI,54974,54974,WISCONSIN
ROSHOLT,WI,54473,54473,WISCONSIN
ROTHSCHILD,WI,54474,54474,WISCONSIN
RUBICON,WI,53078,53078,WISCONSIN
RUDOLPH,WI,54475,54475,WISCONSIN
SAINT CLOUD,WI,53079,53079,WISCONSIN
SAINT CROIX FALLS,WI,54024,54024,WISCONSIN
SAINT GERMAIN,WI,54558,54558,WISCONSIN
SAINT NAZIANZ,WI,54232,54232,WISCONSIN
SALEM,WI,53168,53168,WISCONSIN
SAND CREEK,WI,54765,54765,WISCONSIN
SARONA,WI,54870,54870,WISCONSIN
SAUK CITY,WI,53583,53583,WISCONSIN
SAUKVILLE,WI,53080,53080,WISCONSIN
SAXEVILLE,WI,54976,54976,WISCONSIN
SAXON,WI,54559,54559,WISCONSIN
SAYNER,WI,54560,54560,WISCONSIN
SCANDINAVIA,WI,54977,54977,WISCONSIN
SCHOFIELD,WI,54476,54476,WISCONSIN
SENECA,WI,54654,54654,WISCONSIN
SEXTONVILLE,WI,53584,53584,WISCONSIN
SEYMOUR,WI,54165,54165,WISCONSIN
SHARON,WI,53585,53585,WISCONSIN
SHAWANO,WI,54166,54166,WISCONSIN
SHEBOYGAN,WI,53081,53081,WISCONSIN
SHEBOYGAN FALLS,WI,53085,53085,WISCONSIN
SHELDON,WI,54766,54766,WISCONSIN
SHELL LAKE,WI,54871,54871,WISCONSIN
SHERWOOD,WI,54169,54169,WISCONSIN
SHIOCTON,WI,54170,54170,WISCONSIN
SHULLSBURG,WI,53586,53586,WISCONSIN
SILVER LAKE,WI,53170,53170,WISCONSIN
SINSINAWA,WI,53824,53824,WISCONSIN
SIREN,WI,54872,54872,WISCONSIN
SISTER BAY,WI,54234,54234,WISCONSIN
SLINGER,WI,53086,53086,WISCONSIN
SOLDIERS GROVE,WI,54655,54655,WISCONSIN
SOLON SPRINGS,WI,54873,54873,WISCONSIN
SOMERS,WI,53171,53171,WISCONSIN
SOMERSET,WI,54025,54025,WISCONSIN
SOUTH MILWAUKEE,WI,53172,53172,WISCONSIN
SOUTH RANGE,WI,54874,54874,WISCONSIN
SOUTH WAYNE,WI,53587,53587,WISCONSIN
SPARTA,WI,54656,54656,WISCONSIN
SPENCER,WI,54479,54479,WISCONSIN
SPOONER,WI,54801,54801,WISCONSIN
SPRING GREEN,WI,53588,53588,WISCONSIN
SPRING VALLEY,WI,54767,54767,WISCONSIN
SPRINGBROOK,WI,54875,54875,WISCONSIN
SPRINGFIELD,WI,53176,53176,WISCONSIN
STANLEY,WI,54768,54768,WISCONSIN
STAR LAKE,WI,54561,54561,WISCONSIN
STAR PRAIRIE,WI,54026,54026,WISCONSIN
STETSONVILLE,WI,54480,54480,WISCONSIN
STEVENS POINT,WI,54481,54481,WISCONSIN
STITZER,WI,53825,53825,WISCONSIN
STOCKBRIDGE,WI,53088,53088,WISCONSIN
STOCKHOLM,WI,54769,54769,WISCONSIN
STONE LAKE,WI,54876,54876,WISCONSIN
STOUGHTON,WI,53589,53589,WISCONSIN
STRATFORD,WI,54484,54484,WISCONSIN
STRUM,WI,54770,54770,WISCONSIN
STURGEON BAY,WI,54235,54235,WISCONSIN
STURTEVANT,WI,53177,53177,WISCONSIN
SUAMICO,WI,54173,54173,WISCONSIN
SULLIVAN,WI,53178,53178,WISCONSIN
SUMMIT LAKE,WI,54485,54485,WISCONSIN
SUN PRAIRIE,WI,53590,53590,WISCONSIN
SUPERIOR,WI,54880,54880,WISCONSIN
SURING,WI,54174,54174,WISCONSIN
SUSSEX,WI,53089,53089,WISCONSIN
TAYLOR,WI,54659,54659,WISCONSIN
THERESA,WI,53091,53091,WISCONSIN
THIENSVILLE,WI,53092,53092,WISCONSIN
THORP,WI,54771,54771,WISCONSIN
THREE LAKES,WI,54562,54562,WISCONSIN
TIGERTON,WI,54486,54486,WISCONSIN
TILLEDA,WI,54978,54978,WISCONSIN
TISCH MILLS,WI,54240,54240,WISCONSIN
TOMAH,WI,54660,54660,WISCONSIN
TOMAHAWK,WI,54487,54487,WISCONSIN
TONY,WI,54563,54563,WISCONSIN
TOWNSEND,WI,54175,54175,WISCONSIN
TREGO,WI,54888,54888,WISCONSIN
TREMPEALEAU,WI,54661,54661,WISCONSIN
TREVOR,WI,53179,53179,WISCONSIN
TRIPOLI,WI,54564,54564,WISCONSIN
TUNNEL CITY,WI,54662,54662,WISCONSIN
TURTLE LAKE,WI,54889,54889,WISCONSIN
TWIN LAKES,WI,53181,53181,WISCONSIN
TWO RIVERS,WI,54241,54241,WISCONSIN
UNION CENTER,WI,53962,53962,WISCONSIN
UNION GROVE,WI,53182,53182,WISCONSIN
UNITY,WI,54488,54488,WISCONSIN
VALDERS,WI,54245,54245,WISCONSIN
VAN DYNE,WI,54979,54979,WISCONSIN
VERONA,WI,53593,53593,WISCONSIN
VESPER,WI,54489,54489,WISCONSIN
VIOLA,WI,54664,54664,WISCONSIN
VIROQUA,WI,54665,54665,WISCONSIN
WABENO,WI,54566,54566,WISCONSIN
WALDO,WI,53093,53093,WISCONSIN
WALES,WI,53183,53183,WISCONSIN
WALWORTH,WI,53184,53184,WISCONSIN
WARRENS,WI,54666,54666,WISCONSIN
WASCOTT,WI,54890,54890,WISCONSIN
WASHBURN,WI,54891,54891,WISCONSIN
WASHINGTON ISLAND,WI,54246,54246,WISCONSIN
WATERFORD,WI,53185,53185,WISCONSIN
WATERLOO,WI,53594,53594,WISCONSIN
WATERTOWN,WI,53094,53094,WISCONSIN
WAUKAU,WI,54980,54980,WISCONSIN
WAUKESHA,WI,53186,53186,WISCONSIN
WAUNAKEE,WI,53597,53597,WISCONSIN
WAUPACA,WI,54981,54981,WISCONSIN
WAUPUN,WI,53963,53963,WISCONSIN
WAUSAU,WI,54403,54403,WISCONSIN
WAUSAUKEE,WI,54177,54177,WISCONSIN
WAUTOMA,WI,54982,54982,WISCONSIN
WAUZEKA,WI,53826,53826,WISCONSIN
WEBSTER,WI,54893,54893,WISCONSIN
WEST BEND,WI,53095,53095,WISCONSIN
WEST SALEM,WI,54669,54669,WISCONSIN
WESTBORO,WI,54490,54490,WISCONSIN
WESTBY,WI,54667,54667,WISCONSIN
WESTFIELD,WI,53964,53964,WISCONSIN
WEYAUWEGA,WI,54983,54983,WISCONSIN
WEYERHAEUSER,WI,54895,54895,WISCONSIN
WHEELER,WI,54772,54772,WISCONSIN
WHITE LAKE,WI,54491,54491,WISCONSIN
WHITEHALL,WI,54773,54773,WISCONSIN
WHITELAW,WI,54247,54247,WISCONSIN
WHITEWATER,WI,53190,53190,WISCONSIN
WILD ROSE,WI,54984,54984,WISCONSIN
WILLARD,WI,54493,54493,WISCONSIN
WILLIAMS BAY,WI,53191,53191,WISCONSIN
WILMOT,WI,53192,53192,WISCONSIN
WILSON,WI,54027,54027,WISCONSIN
WILTON,WI,54670,54670,WISCONSIN
WINDSOR,WI,53598,53598,WISCONSIN
WINNEBAGO,WI,54985,54985,WISCONSIN
WINNECONNE,WI,54986,54986,WISCONSIN
WINTER,WI,54896,54896,WISCONSIN
WISCONSIN DELLS,WI,53965,53965,WISCONSIN
WISCONSIN RAPIDS,WI,54494,54494,WISCONSIN
WITHEE,WI,54498,54498,WISCONSIN
WITTENBERG,WI,54499,54499,WISCONSIN
WONEWOC,WI,53968,53968,WISCONSIN
WOODFORD,WI,53599,53599,WISCONSIN
WOODRUFF,WI,54568,54568,WISCONSIN
WOODVILLE,WI,54028,54028,WISCONSIN
WOODWORTH,WI,53194,53194,WISCONSIN
WRIGHTSTOWN,WI,54180,54180,WISCONSIN
WYOCENA,WI,53969,53969,WISCONSIN
ZENDA,WI,53195,53195,WISCONSIN
DEDHAM,MA,2026,2026,Boston Reg
DEDHAM,MA,2026,2026,Boston Reg
DEERFIELD,MA,1342,1342,West MA
DENNIS,MA,2638,2638,South
DENNIS PORT,MA,2639,2639,South
DEVENS,MA,1434,1434,MW/495
DIGHTON,MA,2715,2715,
DORCHESTER,MA,2121,2121,Boston Reg
DORCHESTER,MA,2122,2122,Boston Reg
DORCHESTER,MA,2125,2125,Boston Reg
DORCHESTER CENTER,MA,2124,2124,Boston Reg
DOUGLAS,MA,1516,1516,Wor South
DOVER,MA,2030,2030,Boston Reg
DRACUT,MA,1826,1826,North Shore
DRACUT,MA,1826,1850,MW/495
DUDLEY,MA,1571,1571,Wor South
DUNSTABLE,MA,1827,1827,North Shore
DUXBURY,MA,2332,2332,South
DUXBURY,MA,2331,2331,South
EAST BOSTON,MA,2128,2128,Boston Reg
EAST BRIDGEWATER,MA,2333,2333,South
EAST BROOKFIELD,MA,1515,1515,Wor West
EAST DENNIS,MA,2641,2641,South
EAST FALMOUTH,MA,2536,2536,South
EAST FREETOWN,MA,2717,2717,South
EAST LONGMEADOW,MA,1028,1028,Wor West
EAST LONGMEADOW,MA,1028,1106,Wor West
EAST LONGMEADOW,MA,1028,1118,Wor West
EAST LONGMEADOW,MA,1028,1128,Wor West
EAST ORLEANS,MA,2643,2643,South
EAST OTIS,MA,1029,1029,West MA
EAST SANDWICH,MA,2537,2537,South
EAST TAUNTON,MA,2718,2718,South
EAST TEMPLETON,MA,1438,1438,
EAST WALPOLE,MA,2032,2032,Boston Reg
EAST WAREHAM,MA,2538,2538,South
EAST WEYMOUTH,MA,2189,2189,Boston Reg
EASTHAM,MA,2642,2642,South
EASTHAMPTON,MA,1027,1027,West MA
EASTHAMPTON,MA,1027,1027,West MA
EASTON,MA,2334,2334,
EDGARTOWN,MA,2539,2539,South
ELMWOOD,MA,2337,2337,
ERVING,MA,1344,1349,Wor West
ERVING,MA,1344,1344,West MA
ESSEX,MA,1929,1929,Boston Reg
EVERETT,MA,2149,2149,Boston Reg
FAIRHAVEN,MA,2719,2719,South
FALL RIVER,MA,2720,2720,South
FALL RIVER,MA,2722,2722,South
FALL RIVER,MA,2723,2723,South
FALL RIVER,MA,2724,2724,South
FALMOUTH,MA,2540,2540,South
FAYVILLE,MA,1745,1745,MW/495
FEEDING HILLS,MA,1030,1030,Wor West
FISKDALE,MA,1518,1518,Wor West
FISKDALE,MA,1518,1521,Wor West
FITCHBURG,MA,1420,1420,Wor North
FLORENCE,MA,1062,1062,West MA
FORESTDALE,MA,2644,2644,Wor South
FOXBORO,MA,2035,2035,MW/495
FRAMINGHAM,MA,1701,1701,MW/495
FRAMINGHAM,MA,1701,1702,MW/495
FRAMINGHAM,MA,1701,1703,MW/495
FRAMINGHAM,MA,1701,1701,MW/495
FRAMINGHAM,MA,1702,1702,MW/495
FRANKLIN,MA,2038,2038,MW/495
GARDNER,MA,1440,1440,Wor North
GEORGETOWN,MA,1833,1833,North Shore
GILBERTVILLE,MA,1031,1031,Wor West
GLOUCESTER,MA,1930,1930,Boston Reg
GLOUCESTER,MA,1930,1930,Boston Reg
GOSHEN,MA,1032,1032,
GRAFTON,MA,1519,1519,Wor Central
GRANBY,MA,1033,1033,Wor West
GRANVILLE,MA,1034,1034,MW/495
GREAT BARRINGTON,MA,1230,1230,West MA
GREEN HARBOR,MA,2041,2041,
GREENFIELD,MA,1301,1301,West MA
GREENFIELD,MA,1301,1301,West MA
GROTON,MA,1450,1450,MW/495
GROVELAND,MA,1834,1834,North Shore
HADLEY,MA,1035,1035,Wor West
HALIFAX,MA,2338,2338,South
HAMILTON,MA,1936,1936,
HAMPDEN,MA,1036,1036,Wor West
CLAYMONT,DE,19703,19703,Far Away
NEWARK,DE,19711,19711,Far Away
WILMINGTON,DE,19809,19703,Far Away
WILMINGTON,DE,19810,19810,Far Away
WILMINGTON,DE,19805,19805,Far Away
WILMINGTON,DE,19809,19810,Far Away
BEDMINSTER,NJ,7921,7921,New Jersey
CALDWELL,NJ,7006,7006,New Jersey
CLIFTON,NJ,7011,7011,New Jersey
CRANFORD,NJ,7016,7016,New Jersey
DOVER,NJ,7801,7801,New Jersey
EAST BRUNSWICK,NJ,8816,8816,New Jersey
ELIZABETH,NJ,7208,7208,New Jersey
HACKENSACK,NJ,7601,7601,New Jersey
HAWTHORNE,NJ,7506,7506,New Jersey
HILLSBOROUGH,NJ,8844,8844,New Jersey
HOWELL,NJ,7731,7731,New Jersey
KEARNY,NJ,7032,7032,New Jersey
MAYS LANDING,NJ,8330,8330,New Jersey
MONROE TOWNSHIP,NJ,8831,8831,New Jersey
MONTCLAIR,NJ,7042,7042,New Jersey
MONTVILLE,NJ,7045,7045,New Jersey
MORRIS PLAINS,NJ,7950,7950,New Jersey
MORRISTOWN,NJ,7960,7960,New Jersey
NEPTUNE,NJ,7753,7753,New Jersey
PATERSON,NJ,7503,7503,New Jersey
PISCATAWAY,NJ,8854,8854,New Jersey
SUCCASUNNA,NJ,7876,7876,New Jersey
SUMMIT,NJ,7901,7901,New Jersey
TOMS RIVER,NJ,8757,8757,New Jersey
WAYNE,NJ,7470,7470,New Jersey
WESTWOOD,NJ,7675,7675,New Jersey
BRONX,NY,10471,10471,NEW YORK 1
BROOKLYN,NY,11201,11201,NEW YORK 1
BROOKLYN,NY,11206,11206,NEW YORK 1
BROOKLYN,NY,11209,11209,NEW YORK 1
BROOKLYN,NY,11210,11210,NEW YORK 1
BROOKLYN,NY,11215,11215,NEW YORK 1
BROOKLYN,NY,11216,11216,NEW YORK 1
BROOKLYN,NY,11217,11217,NEW YORK 1
BROOKLYN,NY,11238,11217,NEW YORK 1
BROOKLYN,NY,11218,11218,NEW YORK 1
BROOKLYN,NY,11219,11219,NEW YORK 1
BROOKLYN,NY,11220,11220,NEW YORK 1
BROOKLYN,NY,11221,11221,NEW YORK 1
BROOKLYN,NY,11231,11231,NEW YORK 1
BROOKLYN,NY,11232,11232,NEW YORK 1
BROOKLYN,NY,11233,11233,NEW YORK 1
BROOKLYN,NY,11235,11235,NEW YORK 1
BROOKLYN,NY,11238,11238,NEW YORK 1
NEW YORK,NY,10002,10002,NEW YORK 1
NEW YORK,NY,10003,10003,NEW YORK 1
NEW YORK,NY,10009,10009,NEW YORK 1
NEW YORK,NY,10010,10009,NEW YORK 1
NEW YORK,NY,10011,10011,NEW YORK 1
NEW YORK,NY,10014,10011,NEW YORK 1
NEW YORK,NY,10013,10012,NEW YORK 1
NEW YORK,NY,10013,10013,NEW YORK 1
NEW YORK,NY,10014,10014,NEW YORK 1
NEW YORK,NY,10016,10016,NEW YORK 1
NEW YORK,NY,10017,10017,NEW YORK 1
NEW YORK,NY,10019,10019,NEW YORK 1
NEW YORK,NY,10036,10036,NEW YORK 1
NEW YORK,NY,10075,10021,NEW YORK 1
NEW YORK,NY,10021,10021,NEW YORK 1
NEW YORK,NY,10022,10022,NEW YORK 1
NEW YORK,NY,10023,10023,NEW YORK 1
NEW YORK,NY,10024,10024,NEW YORK 1
NEW YORK,NY,10025,10025,NEW YORK 1
NEW YORK,NY,10027,10027,NEW YORK 1
NEW YORK,NY,10028,10028,NEW YORK 1
NEW YORK,NY,10032,10032,NEW YORK 1
NEW YORK,NY,10040,10040,NEW YORK 1
NEW YORK,NY,10037,10035,NEW YORK 1
NEW YORK,NY,10035,10035,NEW YORK 1
NEW YORK,NY,10022,10065,NEW YORK 1
NEW YORK,NY,10022,10075,NEW YORK 1
NEW YORK,NY,10028,10128,NEW YORK 1
NEW YORK,NY,10128,10128,NEW YORK 1
NEW YORK,NY,10007,10280,NEW YORK 1
STATEN ISLAND,NY,10310,10310,NEW YORK 1
ASTORIA,NY,11103,11103,NEW YORK 1
BAY SHORE,NY,11706,11706,NEW YORK 1
EAST ELMHURST,NY,11369,11370,NEW YORK 1
EAST ELMHURST,NY,11370,11370,NEW YORK 1
EAST MEADOW,NY,11554,11554,NEW YORK 1
EAST SETAUKET,NY,11733,11733,NEW YORK 1
ELMHURST,NY,11373,11373,NEW YORK 1
FLORAL PARK,NY,11001,11001,NEW YORK 1
FOREST HILLS,NY,11375,11375,NEW YORK 1
GLEN COVE,NY,11542,11542,NEW YORK 1
GREENLAWN,NY,11740,11740,NEW YORK 1
HOLBROOK,NY,11741,11741,NEW YORK 1
HUNTINGTON STATION,NY,11746,11746,NEW YORK 1
HUNTINGTON STATION,NY,11746,11747,NEW YORK 1
JACKSON HEIGHTS,NY,11372,11372,NEW YORK 1
LAKE GROVE,NY,11755,11755,NEW YORK 1
LONG ISLAND CITY,NY,11101,11101,NEW YORK 1
MELVILLE,NY,11747,11747,NEW YORK 1
MERRICK,NY,11566,11566,NEW YORK 1
NORTHPORT,NY,11768,11768,NEW YORK 1
OAKLAND GARDENS,NY,11364,11364,NEW YORK 1
PORT WASHINGTON,NY,11050,11050,NEW YORK 1
RIDGEWOOD,NY,11385,11385,NEW YORK 1
ROSEDALE,NY,11422,11422,NEW YORK 1
SETAUKET,NY,11733,11733,NEW YORK 1
STONY BROOK,NY,11790,11790,NEW YORK 1
SUNNYSIDE,NY,11104,11104,NEW YORK 1
WEST ISLIP,NY,11795,11795,NEW YORK 1
WESTBURY,NY,11590,11590,NEW YORK 1
WYANDANCH,NY,11798,11798,NEW YORK 1
ALBANY,NY,12208,12208,NEW YORK 1
ALBANY,NY,12206,12208,NEW YORK 1
AMAWALK,NY,10501,10501,NEW YORK 1
ANCRAMDALE,NY,12503,12503,NEW YORK 1
APALACHIN,NY,13732,13732,NEW YORK 1
ARDSLEY,NY,10502,10502,NEW YORK 1
ARGYLE,NY,12809,12809,NEW YORK 1
BALLSTON SPA,NY,12020,12020,NEW YORK 1
BEACON,NY,12508,12508,NEW YORK 1
BINGHAMTON,NY,13902,13905,NEW YORK 1
BUFFALO,NY,14202,14201,NEW YORK 1
BUFFALO,NY,14226,14226,NEW YORK 1
BUFFALO,NY,14226,14228,NEW YORK 1
CALLICOON,NY,12723,12723,NEW YORK 1
CANAAN,NY,12029,12029,NEW YORK 1
CARMEL,NY,10512,10512,NEW YORK 1
CHAPPAQUA,NY,10514,10514,NEW YORK 1
CLAY,NY,13041,13041,NEW YORK 1
CLEVELAND,NY,13042,13042,NEW YORK 1
CORTLAND,NY,13045,13045,NEW YORK 1
DELMAR,NY,12054,12054,NEW YORK 1
DOBBS FERRY,NY,10522,10522,NEW YORK 1
EAST AURORA,NY,14052,14052,NEW YORK 1
EASTCHESTER,NY,10709,10709,NEW YORK 1
FRANKLIN,NY,13775,13775,NEW YORK 1
FULTON,NY,13069,13069,NEW YORK 1
GARDINER,NY,12525,12525,NEW YORK 1
GLEN WILD,NY,12738,12738,NEW YORK 1
GOWANDA,NY,14070,14070,NEW YORK 1
HARRISON,NY,10528,10528,NEW YORK 1
HOPEWELL JUNCTION,NY,12533,12533,NEW YORK 1
HYDE PARK,NY,12538,12580,NEW YORK 1
IRVINGTON,NY,10533,10533,NEW YORK 1
ITHACA,NY,14850,14882,NEW YORK 1
LAGRANGEVILLE,NY,12540,12533,NEW YORK 1
LAGRANGEVILLE,NY,12540,12582,NEW YORK 1
LANSING,NY,14882,14882,NEW YORK 1
LATHAM,NY,12110,12110,NEW YORK 1
MAHOPAC,NY,10541,10541,NEW YORK 1
MARYKNOLL,NY,10545,10545,NEW YORK 1
MILLERTON,NY,12546,12546,NEW YORK 1
MODENA,NY,12548,12525,NEW YORK 1
MONTROSE,NY,10548,10548,NEW YORK 1
MOUNT KISCO,NY,10549,10549,NEW YORK 1
NANUET,NY,10954,10954,NEW YORK 1
NEW LEBANON,NY,12125,12125,NEW YORK 1
NEWBURGH,NY,12550,12550,NEW YORK 1
NICHOLS,NY,13812,13812,NEW YORK 1
PALISADES,NY,10964,10964,NEW YORK 1
PEARL RIVER,NY,10965,10965,NEW YORK 1
PEEKSKILL,NY,10566,10566,NEW YORK 1
PELHAM,NY,10803,10803,NEW YORK 1
PENFIELD,NY,14526,14526,NEW YORK 1
PHELPS,NY,14532,14532,NEW YORK 1
PLEASANTVILLE,NY,10570,10570,NEW YORK 1
PURCHASE,NY,10577,10577,NEW YORK 1
RED HOOK,NY,12571,12571,NEW YORK 1
REXFORD,NY,12148,12148,NEW YORK 1
SARATOGA SPRINGS,NY,12866,12866,NEW YORK 1
SCARSDALE,NY,10583,10583,NEW YORK 1
SCHENECTADY,NY,12303,12306,NEW YORK 1
SCHENECTADY,NY,12309,12309,NEW YORK 1
SCHUYLERVILLE,NY,12871,12871,NEW YORK 1
SELKIRK,NY,12158,12158,NEW YORK 1
SLEEPY HOLLOW,NY,10591,10591,NEW YORK 1
SOUTH SALEM,NY,10590,10590,NEW YORK 1
SPARKILL,NY,10976,10976,NEW YORK 1
STAATSBURG,NY,12580,12580,NEW YORK 1
STORMVILLE,NY,12582,12582,NEW YORK 1
SYRACUSE,NY,13215,13215,NEW YORK 1
TARRYTOWN,NY,10591,10591,NEW YORK 1
TRUMANSBURG,NY,14886,14886,NEW YORK 1
TUCKAHOE,NY,10707,10709,NEW YORK 1
VALHALLA,NY,10595,10595,NEW YORK 1
VICTOR,NY,14564,14564,NEW YORK 1
WATERVLIET,NY,12189,12189,NEW YORK 1
WATKINS GLEN,NY,14891,14891,NEW YORK 1
WEBSTER,NY,14580,14580,NEW YORK 1
